country,year_week,new_cases,number_sequenced,percent_cases_sequenced,variant,number_detections_variant,percent_variant
Slovenia,2021-04-18,5526,4.0,0.1,Other,2,50.0
Spain,2021-04-18,58098,123.0,0.2,Other,14,11.4
Sweden,2021-04-18,41065,233.0,0.6,Other,4,1.7
Austria,2021-04-18,16316,0.0,0.0,P.1,0,
Belgium,2021-04-18,24366,204.0,0.8,P.1,24,11.8
Bulgaria,2021-04-18,14388,0.0,0.0,P.1,0,
Croatia,2021-04-18,15262,0.0,0.0,P.1,0,
Cyprus,2021-04-18,4754,0.0,0.0,P.1,0,
Czechia,2021-04-18,21527,10.0,0.0,P.1,0,0.0
Denmark,2021-04-18,5068,0.0,0.0,P.1,0,
Estonia,2021-04-18,3339,0.0,0.0,P.1,0,
Finland,2021-04-18,2009,0.0,0.0,P.1,0,
France,2021-04-18,230846,272.0,0.1,P.1,16,5.9
Germany,2021-04-18,142186,5270.0,3.7,P.1,6,0.1
Greece,2021-04-18,19793,0.0,0.0,P.1,0,
Hungary,2021-04-18,27947,0.0,0.0,P.1,0,
Iceland,2021-04-18,62,0.0,0.0,P.1,0,
Ireland,2021-04-18,2563,72.0,2.8,P.1,0,0.0
Italy,2021-04-18,100317,220.0,0.2,P.1,9,4.1
Latvia,2021-04-18,3726,0.0,0.0,P.1,0,
Liechtenstein,2021-04-18,68,0.0,0.0,P.1,0,
Lithuania,2021-04-18,7449,0.0,0.0,P.1,0,
Luxembourg,2021-04-18,1303,0.0,0.0,P.1,0,
Malta,2021-04-18,365,0.0,0.0,P.1,0,
Netherlands,2021-04-18,53550,3.0,0.0,P.1,0,0.0
Norway,2021-04-18,3890,30.0,0.8,P.1,0,0.0
Poland,2021-04-18,108680,54.0,0.0,P.1,2,3.7
Portugal,2021-04-18,3456,21.0,0.6,P.1,2,9.5
Romania,2021-04-18,22582,2.0,0.0,P.1,0,0.0
Slovakia,2021-04-18,4899,0.0,0.0,P.1,0,
Slovenia,2021-04-18,5526,4.0,0.1,P.1,0,0.0
Spain,2021-04-18,58098,123.0,0.2,P.1,8,6.5
Sweden,2021-04-18,41065,233.0,0.6,P.1,0,0.0
Austria,2021-04-25,15250,0.0,0.0,B.1.1.7,0,
Belgium,2021-04-25,24336,11.0,0.0,B.1.1.7,7,63.6
Bulgaria,2021-04-25,11119,0.0,0.0,B.1.1.7,0,
Croatia,2021-04-25,14836,0.0,0.0,B.1.1.7,0,
Cyprus,2021-04-25,6090,0.0,0.0,B.1.1.7,0,
Czechia,2021-04-25,17495,0.0,0.0,B.1.1.7,0,
Denmark,2021-04-25,4952,0.0,0.0,B.1.1.7,0,
Estonia,2021-04-25,2596,0.0,0.0,B.1.1.7,0,
Finland,2021-04-25,1650,0.0,0.0,B.1.1.7,0,
France,2021-04-25,208518,0.0,0.0,B.1.1.7,0,
Germany,2021-04-25,145626,601.0,0.4,B.1.1.7,589,98.0
Greece,2021-04-25,17856,0.0,0.0,B.1.1.7,0,
Hungary,2021-04-25,18266,0.0,0.0,B.1.1.7,0,
Iceland,2021-04-25,100,0.0,0.0,B.1.1.7,0,
Ireland,2021-04-25,3125,0.0,0.0,B.1.1.7,0,
Italy,2021-04-25,92543,16.0,0.0,B.1.1.7,9,56.2
Latvia,2021-04-25,3982,0.0,0.0,B.1.1.7,0,
Liechtenstein,2021-04-25,67,0.0,0.0,B.1.1.7,0,
Lithuania,2021-04-25,7640,0.0,0.0,B.1.1.7,0,
Luxembourg,2021-04-25,1249,0.0,0.0,B.1.1.7,0,
Malta,2021-04-25,163,0.0,0.0,B.1.1.7,0,
Netherlands,2021-04-25,56272,0.0,0.0,B.1.1.7,0,
Norway,2021-04-25,3101,9.0,0.3,B.1.1.7,9,100.0
Poland,2021-04-25,66996,0.0,0.0,B.1.1.7,0,
Portugal,2021-04-25,3417,0.0,0.0,B.1.1.7,0,
Romania,2021-04-25,16448,0.0,0.0,B.1.1.7,0,
Slovakia,2021-04-25,3943,0.0,0.0,B.1.1.7,0,
Slovenia,2021-04-25,4906,0.0,0.0,B.1.1.7,0,
Spain,2021-04-25,60115,0.0,0.0,B.1.1.7,0,
Sweden,2021-04-25,36092,6.0,0.0,B.1.1.7,6,100.0
Austria,2021-04-25,15250,0.0,0.0,B.1.351,0,
Belgium,2021-04-25,24336,11.0,0.0,B.1.351,2,18.2
Bulgaria,2021-04-25,11119,0.0,0.0,B.1.351,0,
Croatia,2021-04-25,14836,0.0,0.0,B.1.351,0,
Cyprus,2021-04-25,6090,0.0,0.0,B.1.351,0,
Czechia,2021-04-25,17495,0.0,0.0,B.1.351,0,
Denmark,2021-04-25,4952,0.0,0.0,B.1.351,0,
Estonia,2021-04-25,2596,0.0,0.0,B.1.351,0,
Finland,2021-04-25,1650,0.0,0.0,B.1.351,0,
France,2021-04-25,208518,0.0,0.0,B.1.351,0,
Germany,2021-04-25,145626,601.0,0.4,B.1.351,3,0.5
Greece,2021-04-25,17856,0.0,0.0,B.1.351,0,
Hungary,2021-04-25,18266,0.0,0.0,B.1.351,0,
Iceland,2021-04-25,100,0.0,0.0,B.1.351,0,
Ireland,2021-04-25,3125,0.0,0.0,B.1.351,0,
Italy,2021-04-25,92543,16.0,0.0,B.1.351,0,0.0
Latvia,2021-04-25,3982,0.0,0.0,B.1.351,0,
Liechtenstein,2021-04-25,67,0.0,0.0,B.1.351,0,
Lithuania,2021-04-25,7640,0.0,0.0,B.1.351,0,
Luxembourg,2021-04-25,1249,0.0,0.0,B.1.351,0,
Malta,2021-04-25,163,0.0,0.0,B.1.351,0,
Netherlands,2021-04-25,56272,0.0,0.0,B.1.351,0,
Norway,2021-04-25,3101,9.0,0.3,B.1.351,0,0.0
Poland,2021-04-25,66996,0.0,0.0,B.1.351,0,
Portugal,2021-04-25,3417,0.0,0.0,B.1.351,0,
Romania,2021-04-25,16448,0.0,0.0,B.1.351,0,
Slovakia,2021-04-25,3943,0.0,0.0,B.1.351,0,
Slovenia,2021-04-25,4906,0.0,0.0,B.1.351,0,
Spain,2021-04-25,60115,0.0,0.0,B.1.351,0,
Sweden,2021-04-25,36092,6.0,0.0,B.1.351,0,0.0
Austria,2021-04-25,15250,0.0,0.0,Other,0,
Belgium,2021-04-25,24336,11.0,0.0,Other,1,9.1
Bulgaria,2021-04-25,11119,0.0,0.0,Other,0,
Croatia,2021-04-25,14836,0.0,0.0,Other,0,
Cyprus,2021-04-25,6090,0.0,0.0,Other,0,
Czechia,2021-04-25,17495,0.0,0.0,Other,0,
Denmark,2021-04-25,4952,0.0,0.0,Other,0,
Estonia,2021-04-25,2596,0.0,0.0,Other,0,
Finland,2021-04-25,1650,0.0,0.0,Other,0,
France,2021-04-25,208518,0.0,0.0,Other,0,
Germany,2021-04-25,145626,601.0,0.4,Other,9,1.5
Greece,2021-04-25,17856,0.0,0.0,Other,0,
Hungary,2021-04-25,18266,0.0,0.0,Other,0,
Iceland,2021-04-25,100,0.0,0.0,Other,0,
Ireland,2021-04-25,3125,0.0,0.0,Other,0,
Italy,2021-04-25,92543,16.0,0.0,Other,6,37.5
Latvia,2021-04-25,3982,0.0,0.0,Other,0,
Liechtenstein,2021-04-25,67,0.0,0.0,Other,0,
Lithuania,2021-04-25,7640,0.0,0.0,Other,0,
Luxembourg,2021-04-25,1249,0.0,0.0,Other,0,
Malta,2021-04-25,163,0.0,0.0,Other,0,
Netherlands,2021-04-25,56272,0.0,0.0,Other,0,
Norway,2021-04-25,3101,9.0,0.3,Other,0,0.0
Poland,2021-04-25,66996,0.0,0.0,Other,0,
Portugal,2021-04-25,3417,0.0,0.0,Other,0,
Romania,2021-04-25,16448,0.0,0.0,Other,0,
Slovakia,2021-04-25,3943,0.0,0.0,Other,0,
Slovenia,2021-04-25,4906,0.0,0.0,Other,0,
Spain,2021-04-25,60115,0.0,0.0,Other,0,
Sweden,2021-04-25,36092,6.0,0.0,Other,0,0.0
Austria,2021-04-25,15250,0.0,0.0,P.1,0,
Belgium,2021-04-25,24336,11.0,0.0,P.1,1,9.1
Bulgaria,2021-04-25,11119,0.0,0.0,P.1,0,
Croatia,2021-04-25,14836,0.0,0.0,P.1,0,
Cyprus,2021-04-25,6090,0.0,0.0,P.1,0,
Czechia,2021-04-25,17495,0.0,0.0,P.1,0,
Denmark,2021-04-25,4952,0.0,0.0,P.1,0,
Estonia,2021-04-25,2596,0.0,0.0,P.1,0,
Finland,2021-04-25,1650,0.0,0.0,P.1,0,
France,2021-04-25,208518,0.0,0.0,P.1,0,
Germany,2021-04-25,145626,601.0,0.4,P.1,0,0.0
Greece,2021-04-25,17856,0.0,0.0,P.1,0,
Hungary,2021-04-25,18266,0.0,0.0,P.1,0,
Iceland,2021-04-25,100,0.0,0.0,P.1,0,
Ireland,2021-04-25,3125,0.0,0.0,P.1,0,
Italy,2021-04-25,92543,16.0,0.0,P.1,1,6.2
Latvia,2021-04-25,3982,0.0,0.0,P.1,0,
Liechtenstein,2021-04-25,67,0.0,0.0,P.1,0,
Lithuania,2021-04-25,7640,0.0,0.0,P.1,0,
Luxembourg,2021-04-25,1249,0.0,0.0,P.1,0,
Malta,2021-04-25,163,0.0,0.0,P.1,0,
Netherlands,2021-04-25,56272,0.0,0.0,P.1,0,
Norway,2021-04-25,3101,9.0,0.3,P.1,0,0.0
Poland,2021-04-25,66996,0.0,0.0,P.1,0,
Portugal,2021-04-25,3417,0.0,0.0,P.1,0,
Romania,2021-04-25,16448,0.0,0.0,P.1,0,
Slovakia,2021-04-25,3943,0.0,0.0,P.1,0,
Slovenia,2021-04-25,4906,0.0,0.0,P.1,0,
Spain,2021-04-25,60115,0.0,0.0,P.1,0,
Sweden,2021-04-25,36092,6.0,0.0,P.1,0,0.0
